Time	Epidemic	Message

0	0
1	0
2	0
3	0
4	0
5	0
6	1
7	1
8	3
9	3
10	3
11	4
12	4
13	5
14	6
15	7
16	7
17	8
18	9
19	10
20	11
21	15
22	17
23	20
24	23
25	25
26	31
27	35
28	39
29	43
30	48
31	54
32	64
33	74
34	84
35	93
36	102
37	104
38	108
39	119
40	129
41	139
42	152
43	157
44	166
45	181
46	199
47	203
48	210
49	221
50	236
51	242
52	251
53	262
54	270
55	284
56	293
57	300
58	307
59	320
60	335
61	348
62	366
63	384
64	398
65	411
66	432
67	444
68	462
69	472
70	491
71	512
72	529
73	540
74	552
75	571
76	582
77	593
78	606
79	626
80	640
81	658
82	671
83	683
84	699
85	709
86	722
87	733
88	744
89	756
90	770
91	784
92	802
93	825
94	844
95	860
96	876
97	899
98	921
99	938
100	947
101	964
102	983
103	1003
104	1022
105	1043
106	1066
107	1087
108	1105
109	1119
110	1136
111	1156
112	1182
113	1206
114	1222
115	1242
116	1264
117	1283
118	1308
119	1335
120	1362
121	1393
122	1426
123	1446
124	1466
125	1487
126	1514
127	1542
128	1572
129	1599
130	1627
131	1651
132	1678
133	1697
134	1721
135	1737
136	1755
137	1782
138	1808
139	1836
140	1858
141	1885
142	1908
143	1926
144	1947
145	1967
146	1988
147	2008
148	2026
149	2046
150	2068
151	2089
152	2105
153	2127
154	2144
155	2163
156	2187
157	2216
158	2250
159	2283
160	2313
161	2336
162	2361
163	2388
164	2417
165	2447
166	2473
167	2497
168	2524
169	2547
170	2576
171	2603
172	2634
173	2659
174	2685
175	2711
176	2735
177	2764
178	2789
179	2815
180	2838
181	2857
182	2871
183	2885
184	2893
185	2902
186	2906
187	2913
188	2917
189	2921
190	2927
191	2930
192	2935
193	2940
194	2945
195	2950
196	2955
197	2961
198	2965
199	2970
200	2975
201	2981
202	2987
203	2994
204	3002
205	3006
206	3011
207	3018
208	3023
209	3029
210	3037
211	3042
212	3049
213	3054
214	3060
215	3067
216	3074
217	3081
218	3087
219	3093
220	3098
221	3102
222	3106
223	3110
224	3113
225	3116
226	3120
227	3124
228	3127
229	3130
230	3134
231	3136
232	3140
233	3144
234	3146
235	3150
236	3154
237	3157
238	3160
239	3165
240	3168
241	3171
242	3174
243	3178
244	3181
245	3185
246	3187
247	3191
248	3194
249	3197
250	3201
251	3204
252	3207
253	3212
254	3216
255	3222
256	3227
257	3231
258	3236
259	3240
260	3243
261	3248
262	3251
263	3257
264	3262
265	3266
266	3269
267	3272
268	3275
269	3278
270	3282
271	3286
272	3289
273	3293
274	3296
275	3299
276	3303
277	3307
278	3310
279	3312
280	3316
281	3320
282	3324
283	3326
284	3328
285	3331
286	3335
287	3336
288	3338
289	3338
290	3338
291	3338
292	3338
293	3338
294	3338
295	3338
296	3338
297	3338
298	3338
299	3338
300	3338
301	3338
302	3338
303	3339
304	3341
305	3343
306	3345
307	3346
308	3348
309	3349
310	3349
311	3349
312	3349
313	3349
314	3350
315	3351
316	3353
317	3354
318	3355
319	3355
320	3355
321	3355
322	3355
323	3355
324	3355
325	3355
326	3357
327	3358
328	3360
329	3362
330	3362
331	3362
332	3363
333	3365
334	3367
335	3369
336	3370
337	3372
338	3375
339	3378
340	3381
341	3383
342	3383
343	3383
344	3383
345	3383
346	3383
347	3383
348	3383
349	3383
350	3383
351	3383
352	3383
353	3383
354	3383
355	3383
356	3383
357	3383
358	3383
359	3383
360	3383
361	3383
362	3385
363	3386
364	3388
365	3389
366	3389
367	3390
368	3392
369	3394
370	3395
371	3396
372	3396
373	3396
374	3396
375	3396
376	3396
377	3396
378	3396
379	3397
380	3399
381	3401
382	3402
383	3403
384	3403
385	3403
386	3403
387	3403
388	3403
389	3403
390	3404
391	3405
392	3407
393	3409
394	3410
395	3410
396	3410
397	3410
398	3410
399	3410
400	3410
401	3410
402	3410
403	3410
404	3410
405	3410
406	3410
407	3411
408	3412
409	3413
410	3416
411	3416
412	3416
413	3416
414	3416
415	3416
416	3416
417	3416
418	3416
419	3416
420	3416
421	3416
422	3416
423	3416
424	3416
425	3416
426	3416
427	3416
428	3416
429	3416
430	3416
431	3416
432	3418
433	3420
434	3421
435	3422
436	3422
437	3422
438	3422
439	3422
440	3422
441	3422
442	3422
443	3422
444	3422
